  0.577350, 0.577350, 0.577350
 -0.577350, 0.577350, 0.577350
  0.577350,-0.577350, 0.577350
  0.577350, 0.577350,-0.577350
  0.000000, 0.356822, 0.934172
  0.000000, 0.356822,-0.934172
  0.356822, 0.934172, 0.000000
 -0.356822, 0.934172, 0.000000
  0.934172, 0.000000, 0.356822
  0.934172, 0.000000,-0.356822
  0.850651, 0.525731, 0.000000
  0.850651,-0.525731, 0.000000
  0.525731, 0.000000, 0.850651
  0.525731, 0.000000,-0.850651
  0.000000, 0.850651,-0.525731
  0.000000, 0.850651, 0.525731
  0.000000, 0.000000, 1.000000
  0.309017, 0.500000, 0.809017
 -0.309017, 0.500000, 0.809017
  0.309017, 0.500000,-0.809017
 -0.309017, 0.500000,-0.809017
  0.000000, 1.000000, 0.000000
  0.500000, 0.809017, 0.309017
  0.500000, 0.809017,-0.309017
 -0.500000, 0.809017, 0.309017
 -0.500000, 0.809017,-0.309017
  1.000000, 0.000000, 0.000000
  0.809017, 0.309017, 0.500000
  0.809017,-0.309017, 0.500000
  0.809017, 0.309017,-0.500000
  0.809017,-0.309017,-0.500000
  0.942084, 0.277497, 0.188342
  0.942084, 0.277497,-0.188342
  0.753743, 0.582240,-0.304743
  0.637341, 0.770582, 0.000000
  0.753743, 0.582240, 0.304743
  0.942084,-0.277497, 0.188342
  0.753743,-0.582240, 0.304743
  0.942084,-0.277497,-0.188342
  0.582240,-0.304743, 0.753743
  0.770582, 0.000000, 0.637341
  0.582240, 0.304743, 0.753743
  0.277497, 0.188342, 0.942084
  0.277497,-0.188342, 0.942084
  0.582240, 0.304743,-0.753743
  0.770582, 0.000000,-0.637341
  0.277497, 0.188342,-0.942084
  0.188342, 0.942084,-0.277497
  0.304743, 0.753743,-0.582240
  0.000000, 0.637341,-0.770582
 -0.304743, 0.753743,-0.582240
 -0.188342, 0.942084,-0.277497
  0.000000, 0.637341, 0.770582
  0.304743, 0.753743, 0.582240
  0.188342, 0.942084, 0.277497
 -0.188342, 0.942084, 0.277497
 -0.304743, 0.753743, 0.582240
 -0.753743, 0.582240, 0.304743
 -0.637341, 0.770582, 0.000000
 -0.277497, 0.188342, 0.942084
 -0.582240, 0.304743, 0.753743
